ingredient_id,ciqual_alim_code,aliment_name,component_id,component_name,normalized_value,normalized_unit,confidence_code,confidence,source_citation
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,PROTEIN,"Protéines, N x 6.25 (g/100 g)",11.3,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,CARB,Glucides (g/100 g),64.4,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,SUGAR,Sucres (g/100 g),0.8,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,FIBER,Fibres alimentaires (g/100 g),10.1,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,FAT,Lipides (g/100 g),1.6,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-TECH-FARINEDEORGE-000001,9550,Farine d'orge,FAT_SAT,AG saturés (g/100 g),0.34,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",1480.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",350.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,WATER,Eau (g/100 g),10.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2016 (MS 2.1)
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,PROTEIN,"Protéines, N x 6.25 (g/100 g)",10.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,CARB,Glucides (g/100 g),63.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,SUGAR,Sucres (g/100 g),0.5,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,FIBER,Fibres alimentaires (g/100 g),9.7,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2016 (MS 2.1)
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,FAT,Lipides (g/100 g),4.1,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2016 (MS 2.1)
ING-TECH-FARINEDEMILL-000001,9555,Farine de millet,FAT_SAT,AG saturés (g/100 g),0.76,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2016 (MS 2.1)
ING-PLANT-AIL-000001,11000,"Ail, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",462.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-AIL-000001,11000,"Ail, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",109.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-AIL-000001,11000,"Ail, cru",WATER,Eau (g/100 g),67.8,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2017 (MS 2.4)
ING-PLANT-AIL-000001,11000,"Ail, cru",SALT,Sel chlorure de sodium (g/100 g),0.023,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2017 (MS 2.4)
ING-PLANT-AIL-000001,11000,"Ail, cru",NA,Sodium (mg/100 g),9.0,mg,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2017 (MS 2.4)
ING-PLANT-AIL-000001,11000,"Ail, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",5.31,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-AIL-000001,11000,"Ail, cru",CARB,Glucides (g/100 g),18.6,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-AIL-000001,11000,"Ail, cru",SUGAR,Sucres (g/100 g),1.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2017 (MS 2.4)
ING-PLANT-AIL-000001,11000,"Ail, cru",FIBER,Fibres alimentaires (g/100 g),5.8,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual 2017 (MS 2.4)
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",1420.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",345.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",WATER,Eau (g/100 g),8.86,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",SALT,Sel chlorure de sodium (g/100 g),0.088,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",NA,Sodium (mg/100 g),35.0,mg,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",PROTEIN,"Protéines, N x 6.25 (g/100 g)",12.4,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",CARB,Glucides (g/100 g),13.0,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",FIBER,Fibres alimentaires (g/100 g),41.9,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",FAT,Lipides (g/100 g),17.8,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECORI-000001,11026,"Coriandre, graine",FAT_SAT,AG saturés (g/100 g),0.99,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",1780.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",427.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",WATER,Eau (g/100 g),8.06,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",SALT,Sel chlorure de sodium (g/100 g),0.42,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",NA,Sodium (mg/100 g),168.0,mg,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",PROTEIN,"Protéines, N x 6.25 (g/100 g)",17.8,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",CARB,Glucides (g/100 g),33.7,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",SUGAR,Sucres (g/100 g),2.25,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",FIBER,Fibres alimentaires (g/100 g),10.5,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",FAT,Lipides (g/100 g),22.3,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-GRAINEDECUMI-000001,11042,"Cumin, graine",FAT_SAT,AG saturés (g/100 g),1.54,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",2090.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NOIX-000001,11048,Noix de muscade,ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",506.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NOIX-000001,11048,Noix de muscade,WATER,Eau (g/100 g),6.23,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,SALT,Sel chlorure de sodium (g/100 g),0.04,g,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,NA,Sodium (mg/100 g),16.0,mg,B,0.85,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,PROTEIN,"Protéines, N x 6.25 (g/100 g)",6.89,g,B,0.85,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NOIX-000001,11048,Noix de muscade,CARB,Glucides (g/100 g),27.4,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-NOIX-000001,11048,Noix de muscade,SUGAR,Sucres (g/100 g),2.99,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,FIBER,Fibres alimentaires (g/100 g),20.8,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,FAT,Lipides (g/100 g),36.3,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-NOIX-000001,11048,Noix de muscade,FAT_SAT,AG saturés (g/100 g),25.9,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",1340.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",321.0,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",WATER,Eau (g/100 g),8.28,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",SALT,Sel chlorure de sodium (g/100 g),0.045,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",NA,Sodium (mg/100 g),18.0,mg,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",PROTEIN,"Protéines, N x 6.25 (g/100 g)",10.8,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",CARB,Glucides (g/100 g),40.5,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",FIBER,Fibres alimentaires (g/100 g),28.0,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CARDAMOME-000001,11075,"Cardamome, poudre",FAT,Lipides (g/100 g),6.7,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",187.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",44.1,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",WATER,Eau (g/100 g),87.1,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",0.81,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",CARB,Glucides (g/100 g),9.01,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",SUGAR,Sucres (g/100 g),6.7,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-ABRICOT-000001,13000,"Abricot, dénoyauté, cru",FIBER,Fibres alimentaires (g/100 g),1.7,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",219.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",51.6,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",WATER,Eau (g/100 g),85.5,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",0.25,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",CARB,Glucides (g/100 g),11.7,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",SUGAR,Sucres (g/100 g),10.5,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-ANANAS-000001,13002,"Ananas, chair sans peau, cru",FIBER,Fibres alimentaires (g/100 g),1.2,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",295.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",70.2,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",WATER,Eau (g/100 g),80.9,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",SALT,Sel chlorure de sodium (g/100 g),0.005,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",NA,Sodium (mg/100 g),2.0,mg,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.4,g,C,0.75,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",CARB,Glucides (g/100 g),9.68,g,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",SUGAR,Sucres (g/100 g),9.68,g,D,0.6,"ANSES Ciqual 2025-11-03 — Saxholt E, Christensen AT, Møller A, Hartkopp HB, Hess Ygil K, Hels OH (2009). Danish Food Composition Databank, revision 7.01. Department of Nutrition, National Food Institute, Technical University of Denmark, version 7.1, 2009."
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",FIBER,Fibres alimentaires (g/100 g),7.13,g,D,0.6,"ANSES Ciqual 2025-11-03 — Holland B, Unwin ID, Buss DH (1992). Fruit and Nuts. First supplement to 5th edition of McCance and Widdowson's The Composition of Foods. Royal Society of Chemistry, Cambridge, 136p.-Salvini S, Parpinel M, Gnagnarella P, Maisonneuve P, Turrini A (1998). Banca Dati di Composizione degli Alimenti per Studi Epidemiologici in Italia. Ed. Istituto Europeo di Oncologia.-Saxholt E, Christensen AT, Møller A, Hartkopp HB, Hess Ygil K, Hels OH (2009). Danish Food Composition Databank, revision 7.01. Department of Nutrition, National Food Institute, Technical University of Denmark, version 7.1, 2009."
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",FAT,Lipides (g/100 g),0.41,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-CASSIS-000001,13007,"Cassis, cru",FAT_SAT,AG saturés (g/100 g),0.034,g,C,0.75,"ANSES Ciqual 2025-11-03 — U.S. Department of Agriculture, Agricultural Research Service (2014). USDA National Nutrient Database for Standard Reference, Release 27. Nutrient Data Laboratory Home Page, http://www.ars.usda.gov/ba/bhnrc/ndl"
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",147.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",35.1,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",WATER,Eau (g/100 g),90.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",0.63,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",CARB,Glucides (g/100 g),6.03,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",SUGAR,Sucres (g/100 g),5.6,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-FRAISE-000001,13014,"Fraise, crue",FIBER,Fibres alimentaires (g/100 g),3.8,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2017 (MS 2.5)
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",ENERC,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)",201.0,kJ,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",ENERCKCAL,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)",47.9,kcal,D,0.6,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",WATER,Eau (g/100 g),86.8,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2018 (MS 2.8)
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",PROTEIN,"Protéines, N x 6.25 (g/100 g)",1.19,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",CARB,Glucides (g/100 g),5.83,g,A,0.95,ANSES Ciqual 2025-11-03 — Valeur ajustée/calculée/imputée Ciqual
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",SUGAR,Sucres (g/100 g),5.4,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2018 (MS 2.8)
ING-PLANT-FRAMBOISE-000001,13015,"Framboise, crue",FIBER,Fibres alimentaires (g/100 g),4.3,g,A,0.95,ANSES Ciqual 2025-11-03 — Analyses Ciqual-Aprifel 2018 (MS 2.8)
