nutrition_record_id,ingredient_id,ingredient_state_id,canonical_name_fr,source_id,source_food_id,source_food_name,source_version,source_country,component_id,component_name,component_group,original_value,original_unit,normalized_value,normalized_unit,basis,value_qualifier,value_type,min_value,max_value,sample_count,analytical_method,derivation_method,data_date,retrieval_date,source_url,confidence,mapping_confidence,notes
NUTR-0000199,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,FAT_SAT,Acides gras saturés,lipid,1.0,g,1.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000200,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,CHOLEST,Cholestérol,lipid,81,mg,81,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000201,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,NA,Sodium,mineral,70,mg,70,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000202,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,P,Phosphore,mineral,190,mg,190,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000203,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,K,Potassium,mineral,230,mg,230,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000204,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,FE,Fer,mineral,0.7,mg,0.7,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000205,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,ZN,Zinc,mineral,1.0,mg,1.0,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000206,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,VITB6,Vitamine B6,vitamin,0.5,mg,0.5,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000207,ING-ANIMAL-POULETVIANDE-000001,raw,Poulet (viande),CIQUAL,52900,"Poulet, viande crue (moyenne)",2024-2025,France,VITB12,Vitamine B12,vitamin,0.34,µg,0.34,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000208,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,ENERCKCAL,Énergie (kcal),energy,144,kcal,144,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000209,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,WATER,Eau,matrix,68.0,g,68.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000210,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,PROTEIN,Protéines,macronutrient,23.3,g,23.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000211,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,FAT,Lipides totaux,macronutrient,4.9,g,4.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000212,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,FAT_SAT,Acides gras saturés,lipid,1.3,g,1.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000213,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,OMEGA3,Oméga-3,lipid,0.5,g,0.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000214,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,CHOLEST,Cholestérol,lipid,38,mg,38,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000215,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,NA,Sodium,mineral,39,mg,39,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000216,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,P,Phosphore,mineral,269,mg,269,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000217,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,K,Potassium,mineral,252,mg,252,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000218,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,VITD,Vitamine D,vitamin,1.7,µg,1.7,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000219,ING-MARINE-THON-000001,raw,Thon,USDAFDC,173713,"Fish, tuna, fresh, raw",2024-2025,United States,VITB12,Vitamine B12,vitamin,1.9,µg,1.9,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.85,0.90,
NUTR-0000220,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,ENERCKCAL,Énergie (kcal),energy,41,kcal,41,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000221,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,WATER,Eau,matrix,87.8,g,87.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000222,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,PROTEIN,Protéines,macronutrient,0.93,g,0.93,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000223,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,FAT,Lipides totaux,macronutrient,0.24,g,0.24,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000224,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,CARB,Glucides totaux,macronutrient,9.0,g,9.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000225,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,SUGAR,Sucres totaux,carbohydrate,4.7,g,4.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000226,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,FIBER,Fibres alimentaires,carbohydrate,2.8,g,2.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000227,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,K,Potassium,mineral,320,mg,320,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000228,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,CA,Calcium,mineral,33,mg,33,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000229,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,FE,Fer,mineral,0.3,mg,0.3,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000230,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,VITC,Vitamine C,vitamin,5.9,mg,5.9,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000231,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,CAROTENE_B,β-carotène,vitamin,8285,µg,8285,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000232,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,VITK,Vitamine K,vitamin,13.2,µg,13.2,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000233,ING-PLANT-CAROTTE-000001,raw,Carotte,CIQUAL,13090,"Carotte, crue",2024-2025,France,FOL,Folates totaux,vitamin,19,µg,19,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.95,0.90,
NUTR-0000234,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,ENERCKCAL,Énergie (kcal),energy,579,kcal,579,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000235,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,WATER,Eau,matrix,4.7,g,4.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000236,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,PROTEIN,Protéines,macronutrient,21.2,g,21.2,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000237,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FAT,Lipides totaux,macronutrient,49.9,g,49.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000238,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FAT_SAT,Acides gras saturés,lipid,3.8,g,3.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000239,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FAT_MONO,Acides gras mono-insaturés,lipid,31.6,g,31.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000240,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FAT_POLY,Acides gras poly-insaturés,lipid,12.3,g,12.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000241,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,OMEGA6,Oméga-6,lipid,12.3,g,12.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000242,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,CARB,Glucides totaux,macronutrient,21.6,g,21.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000243,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,SUGAR,Sucres totaux,carbohydrate,4.4,g,4.4,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000244,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FIBER,Fibres alimentaires,carbohydrate,12.5,g,12.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000245,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,CA,Calcium,mineral,269,mg,269,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000246,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,FE,Fer,mineral,3.7,mg,3.7,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000247,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,MG,Magnésium,mineral,270,mg,270,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000248,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,P,Phosphore,mineral,481,mg,481,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000249,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,K,Potassium,mineral,733,mg,733,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000250,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,ZN,Zinc,mineral,3.1,mg,3.1,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000251,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,VITB6,Vitamine B6,vitamin,0.137,mg,0.137,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000252,ING-PLANT-AMANDE-000001,raw,Amande crue,USDAFDC,170567,"Nuts, almonds, raw, whole",2024-2025,United States,VITE,Vitamine E (α-tocophérol),vitamin,25.6,mg,25.6,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,,0.90,0.90,
NUTR-0000253,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,ENERCKCAL,Énergie (kcal),energy,89,kcal,89,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000254,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,WATER,Eau,matrix,74.9,g,74.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000255,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,PROTEIN,Protéines,macronutrient,1.09,g,1.09,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000256,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,FAT,Lipides totaux,macronutrient,0.33,g,0.33,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000257,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,CARB,Glucides totaux,macronutrient,22.8,g,22.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000258,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,SUGAR,Sucres totaux,carbohydrate,12.2,g,12.2,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000259,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,FIBER,Fibres alimentaires,carbohydrate,2.6,g,2.6,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000260,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,K,Potassium,mineral,358,mg,358,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000261,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,NA,Sodium,mineral,1,mg,1,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000262,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,CA,Calcium,mineral,5,mg,5,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000263,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,MG,Magnésium,mineral,27,mg,27,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000264,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,P,Phosphore,mineral,22,mg,22,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000265,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,FE,Fer,mineral,0.26,mg,0.26,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000266,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,VITC,Vitamine C,vitamin,8.7,mg,8.7,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000267,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,VITB6,Vitamine B6,vitamin,0.367,mg,0.367,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000268,ING-PLANT-BANANE-000001,raw,Banane,CIQUAL,13000-banane,"Banane, crue, pulpe et peau",2024,France,FOL,Folates totaux,vitamin,20,µg,20,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000269,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,ENERCKCAL,Énergie (kcal),energy,33,kcal,33,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000270,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,WATER,Eau,matrix,90.0,g,90.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000271,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,PROTEIN,Protéines,macronutrient,0.7,g,0.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000272,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,FAT,Lipides totaux,macronutrient,0.3,g,0.3,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000273,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,CARB,Glucides totaux,macronutrient,7.7,g,7.7,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000274,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,SUGAR,Sucres totaux,carbohydrate,4.9,g,4.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000275,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,FIBER,Fibres alimentaires,carbohydrate,2.0,g,2.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000276,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,K,Potassium,mineral,153,mg,153,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000277,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,NA,Sodium,mineral,1,mg,1,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000278,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,CA,Calcium,mineral,16,mg,16,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000279,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,VITC,Vitamine C,vitamin,58.8,mg,58.8,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000280,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,FOL,Folates totaux,vitamin,24,µg,24,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000281,ING-PLANT-FRAISE-000001,raw,Fraise crue,CIQUAL,13007-fraise,"Fraise, crue",2024,France,POLYPHEN,Polyphénols totaux,bioactive,230,mg,230,mg,per_100g_edible_part,ESTIMATED,analytical_database,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000282,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,ENERCKCAL,Énergie (kcal),energy,22,kcal,22,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000283,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,WATER,Eau,matrix,91.0,g,91.0,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000284,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,PROTEIN,Protéines,macronutrient,0.35,g,0.35,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000285,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,FAT,Lipides totaux,macronutrient,0.24,g,0.24,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000286,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,CARB,Glucides totaux,macronutrient,6.9,g,6.9,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000287,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,SUGAR,Sucres totaux,carbohydrate,2.5,g,2.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000288,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,FIBER,Fibres alimentaires,carbohydrate,1.8,g,1.8,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000289,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,ORGACID,Acides organiques,carbohydrate,5.5,g,5.5,g,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000290,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,K,Potassium,mineral,145,mg,145,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000291,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,CA,Calcium,mineral,26,mg,26,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000292,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,VITC,Vitamine C,vitamin,53.0,mg,53.0,mg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000293,ING-PLANT-CITRONJAUNE-000001,raw,Citron jaune cru,CIQUAL,13036-citron,"Citron, cru, jus et pulpe",2024,France,FOL,Folates totaux,vitamin,11,µg,11,µg,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://ciqual.anses.fr/,0.95,0.90,
NUTR-0000294,ING-PLANT-ANANAS-000001,raw,Ananas,USDAFDC,169124,"Pineapple, raw, all varieties",2024-10,United States,ENERCKCAL,Énergie (kcal),energy,50,kcal,50,kcal,per_100g_edible_part,EXACT,measured,,,,,,,2026-08-22,https://fdc.nal.usda.gov/,0.90,0.90,
