ingredient_id,canonical_name_fr,canonical_name_en,aliases_fr,aliases_en,scientific_name,kingdom_or_origin,category_level_1,category_level_2,category_level_3,source_organism,anatomical_part,ingredient_class,raw_or_intermediate,processing_state,physical_form,fermented,dried,smoked,roasted,concentrated,alcoholic,generic_abv_range,country_or_region_relevance,foodon_id,langual_ids,foodex2_code,ciqual_ids,usda_fdc_ids,other_external_ids,allergen_tags,regulatory_notes,source_refs,confidence,review_status,notes
ING-PLANT-CHTAIGNE-000001,Châtaigne crue,"Chestnut, raw",châtaigne,chestnut,Castanea sativa,Plantae,végétal,fruit sec,fruit à coque,Castanea sativa,graine,fruit à coque,raw,fresh,whole,,false,,false,,,,,FOODON:0330123,,,15010,170582,,nuts,Allergène majeur (règlement INCO UE 1169/2011),FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHTAIGNETORR-000001,Châtaigne torréfiée,"Chestnut, roasted",châtaigne grillée,roasted chestnut,Castanea sativa,Plantae,végétal,fruit sec,fruit à coque torréfié,Castanea sativa,graine,fruit à coque torréfié,intermediate,roasted,whole,,,,true,,,,,FOODON:0330124,,,,,,nuts,Allergène majeur,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ARACHIDE-000001,Arachide crue,"Peanut, raw",arachide,peanut,Arachis hypogaea,Plantae,végétal,fruit sec,fruit à coque,Arachis hypogaea,graine,fruit à coque,raw,fresh,whole,,false,,false,,,,,FOODON:0330123,,,15011,172100,,peanuts,Allergène arachide (règlement INCO UE 1169/2011),FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ARACHIDETORR-000001,Arachide torréfiée,"Peanut, roasted",arachide grillée,roasted peanut,Arachis hypogaea,Plantae,végétal,fruit sec,fruit à coque torréfié,Arachis hypogaea,graine,fruit à coque torréfié,intermediate,roasted,whole,,,,true,,,,,FOODON:0330124,,,,,,peanuts,Allergène majeur,FOODON|MAESTRO_INTERNAL,0.85,curated,
ING-TECH-BEURREDEARAC-000001,Beurre de arachide,Peanut butter,pâte de arachide,peanut paste,Arachis hypogaea,Plantae,végétal,sous-produit,beurre de fruits à coque,Arachis hypogaea,graine,beurre de fruits à coque,intermediate,ground,paste,,,,,,,,,,,,,,,peanuts,Allergène — étiquetage obligatoire,MAESTRO_INTERNAL,0.80,curated,
ING-FERMENT-CONFITUREFRA-000001,Confiture de fraise,Strawberry jam,confiture de fraise,strawberry jam,Fragaria × ananassa,Plantae,végétal,sous-produit,confiture,Fragaria × ananassa,pulpe+sucre,confiture,intermediate,cooked,gel,,,,,true,,,,FOODON:0330558,,,13110,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.80,curated,
ING-FERMENT-CONFITUREABR-000001,Confiture d'abricot,Apricot jam,confiture d'abricot,apricot jam,Prunus armeniaca,Plantae,végétal,sous-produit,confiture,Prunus armeniaca,pulpe+sucre,confiture,intermediate,cooked,gel,,,,,true,,,,FOODON:0330558,,,13111,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.80,curated,
ING-FERMENT-MARMELADEORA-000001,Marmelade d'orange,Orange marmalade,marmelade d'orange,orange marmalade,Citrus sinensis,Plantae,végétal,sous-produit,confiture,Citrus sinensis,pulpe+sucre,confiture,intermediate,cooked,gel,,,,,true,,,,FOODON:0330558,,,13113,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.80,curated,
ING-PLANT-TOMATE-000001,Tomate fraîche,"Tomato, raw",tomate|tomate ronde,tomato|fresh tomato,Solanum lycopersicum,Plantae,végétal,légume,légume-fruit,Solanum lycopersicum,fruit,légume-fruit,raw,fresh,whole,,,,,,,,,FOODON:0331112,,,13040,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-TOMATESCHE-000001,Tomate séchée,"Tomato, sun-dried",tomates séchées,sun-dried tomatoes,Solanum lycopersicum,Plantae,végétal,légume,légume-fruit séché,Solanum lycopersicum,fruit,légume-fruit séché,intermediate,dried,whole,,true,,,,,,,FOODON:0331113,,,13041,170458,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FERMENT-CONCENTRDETO-000001,Concentré de tomate,Tomato paste,double concentré|pâte de tomate,tomato paste|tomato concentrate,Solanum lycopersicum,Plantae,végétal,sous-produit,concentré,Solanum lycopersicum,fruit,concentré de légume,intermediate,concentrated,paste,,,,,true,,,,FOODON:0330559,,,13042,170459,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-FERMENT-COULISDETOMA-000001,Coulis de tomate,Tomato coulis,coulis de tomates,tomato sauce|passata,Solanum lycopersicum,Plantae,végétal,sous-produit,coulis,Solanum lycopersicum,fruit,coulis de légume,intermediate,sieved,liquid-puree,,,,,,,,,FOODON:0330560,,,13043,,,,,FOODON|CIQUAL|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POIVRONROUGE-000001,Poivron rouge,"Red bell pepper, raw",poivron rouge,red bell pepper,Capsicum annuum,Plantae,végétal,légume,légume-fruit,Capsicum annuum,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,13050,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POIVRONVERT-000001,Poivron vert,"Green bell pepper, raw",poivron vert,green bell pepper,Capsicum annuum,Plantae,végétal,légume,légume-fruit,Capsicum annuum,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,13051,170109,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PIMENTFORT-000001,Piment fort,"Chili pepper, raw",piment fort,chili pepper,Capsicum frutescens,Plantae,végétal,légume,légume-fruit,Capsicum frutescens,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,13052,170110,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PIMENTDESPEL-000001,Piment d'Espelette,"Espelette pepper, raw",piment d'espelette,espelette pepper,Capsicum annuum var. Espelette,Plantae,végétal,légume,légume-fruit,Capsicum annuum var. Espelette,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,,,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PIMENTOISEAU-000001,Piment oiseau,"Bird's eye chili, raw",piment oiseau,bird's eye chili,Capsicum annuum var. glabriusculum,Plantae,végétal,légume,légume-fruit,Capsicum annuum var. glabriusculum,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,,,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-AUBERGINE-000001,Aubergine,"Eggplant, raw",aubergine,eggplant,Solanum melongena,Plantae,végétal,légume,légume-fruit,Solanum melongena,tubercule,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,13053,169228,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POMMEDETERRE-000001,Pomme de terre,"Potato, raw",pomme de terre,potato,Solanum tuberosum,Plantae,végétal,légume,tubercule,Solanum tuberosum,tubercule,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331101,,,13054,170113,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-COURGETTE-000001,Courgette,Zucchini,courgette,zucchini,Cucurbita pepo,Plantae,végétal,légume,cucurbitacée,Cucurbita pepo,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13060,169291,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-COURGEBUTTER-000001,Courge butternut,Butternut squash,courge butternut,butternut squash,Cucurbita moschata,Plantae,végétal,légume,cucurbitacée,Cucurbita moschata,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13061,169335,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POTIRON-000001,Potiron,Pumpkin,potiron,pumpkin,Cucurbita maxima,Plantae,végétal,légume,cucurbitacée,Cucurbita maxima,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13062,169335,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CONCOMBRE-000001,Concombre,Cucumber,concombre,cucumber,Cucumis sativus,Plantae,végétal,légume,cucurbitacée,Cucumis sativus,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13063,169225,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-MELON-000001,Melon,Melon,melon,melon,Cucumis melo,Plantae,végétal,légume,cucurbitacée,Cucumis melo,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13064,169910,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PASTQUE-000001,Pastèque,Watermelon,pastèque,watermelon,Citrullus lanatus,Plantae,végétal,légume,cucurbitacée,Citrullus lanatus,fruit,légume frais,raw,fresh,whole,,,,,,,,,FOODON:0331142,,,13065,167765,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LAITUE-000001,Laitue,Lettuce,laitue,lettuce,Lactuca sativa,Plantae,végétal,légume,légume-feuille,Lactuca sativa,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13070,169249,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PINARD-000001,Épinard,Spinach,épinard,spinach,Spinacia oleracea,Plantae,végétal,légume,légume-feuille,Spinacia oleracea,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13071,168409,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ROQUETTE-000001,Roquette,Arugula,roquette,arugula,Eruca vesicaria,Plantae,végétal,légume,légume-feuille,Eruca vesicaria,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13072,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHOUVERT-000001,Chou vert,Kale,chou vert,kale,Brassica oleracea var. sabellica,Plantae,végétal,légume,légume-feuille,Brassica oleracea var. sabellica,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13073,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHOUFRIS-000001,Chou frisé,Curly kale,chou frisé,curly kale,Brassica oleracea,Plantae,végétal,légume,légume-feuille,Brassica oleracea,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13074,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHOUROUGE-000001,Chou rouge,Red cabbage,chou rouge,red cabbage,Brassica oleracea var. capitata f. rubra,Plantae,végétal,légume,légume-feuille,Brassica oleracea var. capitata f. rubra,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13075,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHOUBLANC-000001,Chou blanc,White cabbage,chou blanc,white cabbage,Brassica oleracea var. capitata,Plantae,végétal,légume,légume-feuille,Brassica oleracea var. capitata,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13076,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHOUFLEUR-000001,Chou-fleur,Cauliflower,chou-fleur,cauliflower,Brassica oleracea var. botrytis,Plantae,végétal,légume,légume-feuille,Brassica oleracea var. botrytis,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13077,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-BROCOLI-000001,Brocoli,Broccoli,brocoli,broccoli,Brassica oleracea var. italica,Plantae,végétal,légume,légume-feuille,Brassica oleracea var. italica,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13078,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-MCHE-000001,Mâche,Lamb's lettuce,mâche,lamb's lettuce,Valerianella locusta,Plantae,végétal,légume,légume-feuille,Valerianella locusta,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13079,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CRESSON-000001,Cresson,Watercress,cresson,watercress,Nasturtium officinale,Plantae,végétal,légume,légume-feuille,Nasturtium officinale,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13080,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PISSENLIT-000001,Pissenlit,Dandelion greens,pissenlit,dandelion greens,Taraxacum officinale,Plantae,végétal,légume,légume-feuille,Taraxacum officinale,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13081,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-BETTE-000001,Bette,Swiss chard,bette,swiss chard,Beta vulgaris var. cicla,Plantae,végétal,légume,légume-feuille,Beta vulgaris var. cicla,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13082,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-ENDIVE-000001,Endive,Endive,endive,endive,Cichorium endivia,Plantae,végétal,légume,légume-feuille,Cichorium endivia,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,13083,170108,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POUSSESDPINA-000001,Pousses d'épinard,Baby spinach,pousses d'épinard,baby spinach,Spinacia oleracea,Plantae,végétal,légume,légume-feuille,Spinacia oleracea,feuille,légume-feuille,raw,fresh,whole,,,,,,,,,FOODON:0331152,,,,,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CAROTTE-000001,Carotte,Carrot,carotte,carrot,Daucus carota,Plantae,végétal,légume,légume-bulbe,Daucus carota,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13090,170393,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-BETTERAVE-000001,Betterave,Beetroot,betterave,beetroot,Beta vulgaris,Plantae,végétal,légume,légume-racine,Beta vulgaris,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13091,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-NAVET-000001,Navet,Turnip,navet,turnip,Brassica rapa,Plantae,végétal,légume,légume-bulbe,Brassica rapa,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13092,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-RADIS-000001,Radis,Radish,radis,radish,Raphanus sativus,Plantae,végétal,légume,légume-bulbe,Raphanus sativus,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13093,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PANAIS-000001,Panais,Parsnip,panais,parsnip,Pastinaca sativa,Plantae,végétal,légume,légume-bulbe,Pastinaca sativa,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13094,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-PATATEDOUCE-000001,Patate douce,Sweet potato,patate douce,sweet potato,Ipomoea batatas,Plantae,végétal,légume,légume-racine,Ipomoea batatas,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13095,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-MANIOC-000001,Manioc,Cassava,manioc,cassava,Manihot esculenta,Plantae,végétal,légume,légume-racine,Manihot esculenta,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13096,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-TOPINAMBOUR-000001,Topinambour,Jerusalem artichoke,topinambour,jerusalem artichoke,Helianthus tuberosus,Plantae,végétal,légume,légume-racine,Helianthus tuberosus,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13097,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-OIGNON-000001,Oignon,Onion,oignon,onion,Allium cepa,Plantae,végétal,légume,légume-bulbe,Allium cepa,bulbe,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13098,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-AIL-000001,Ail,Garlic,ail,garlic,Allium sativum,Plantae,végétal,légume,légume-bulbe,Allium sativum,bulbe,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13099,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CHALOTE-000001,Échalote,Shallot,échalote,shallot,Allium cepa var. aggregatum,Plantae,végétal,légume,légume-bulbe,Allium cepa var. aggregatum,bulbe,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13100,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POIREAU-000001,Poireau,Leek,poireau,leek,Allium porrum,Plantae,végétal,légume,légume-bulbe,Allium porrum,bulbe,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13101,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CLERIRAVE-000001,Céleri-rave,Celeriac,céleri-rave,celeriac,Apium graveolens var. rapaceum,Plantae,végétal,légume,légume-racine,Apium graveolens var. rapaceum,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13102,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-CLERIBRANCHE-000001,Céleri branche,Celery,céleri branche,celery,Apium graveolens var. dulce,Plantae,végétal,légume,légume-bulbe,Apium graveolens var. dulce,bulbe,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13103,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-RUTABAGA-000001,Rutabaga,Swede,rutabaga,swede,Brassica napobrassica,Plantae,végétal,légume,légume-bulbe,Brassica napobrassica,racine,légume-racine,raw,fresh,whole,,,,,,,,,FOODON:0331131,,,13104,170457,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POISCHICHE-000001,Pois chiche sec,"Chickpea, dry",pois chiche,chickpea,Cicer arietinum,Plantae,végétal,légumineuse,graine sèche,Cicer arietinum,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13110,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POISCHICHECU-000001,Pois chiche cuit,"Chickpea, cooked",pois chiche bouilli,cooked chickpea,Cicer arietinum,Plantae,végétal,légumineuse,graine cuite,Cicer arietinum,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13110C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLEVERT-000001,Lentille verte sec,"Green lentil, dry",lentille verte,green lentil,Lens culinaris,Plantae,végétal,légumineuse,graine sèche,Lens culinaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13111,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLEVERT-000002,Lentille verte cuit,"Green lentil, cooked",lentille verte bouilli,cooked green lentil,Lens culinaris,Plantae,végétal,légumineuse,graine cuite,Lens culinaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13111C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLECORA-000001,Lentille corail sec,"Red lentil, dry",lentille corail,red lentil,Lens culinaris,Plantae,végétal,légumineuse,graine sèche,Lens culinaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13112,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLECORA-000002,Lentille corail cuit,"Red lentil, cooked",lentille corail bouilli,cooked red lentil,Lens culinaris,Plantae,végétal,légumineuse,graine cuite,Lens culinaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13112C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLENOIR-000001,Lentille noire sec,"Beluga lentil, dry",lentille noire,beluga lentil,Lens culinaris,Plantae,végétal,légumineuse,graine sèche,Lens culinaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,,,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-LENTILLENOIR-000002,Lentille noire cuit,"Beluga lentil, cooked",lentille noire bouilli,cooked beluga lentil,Lens culinaris,Plantae,végétal,légumineuse,graine cuite,Lens culinaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,,,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTROUGE-000001,Haricot rouge sec,"Kidney bean, dry",haricot rouge,kidney bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine sèche,Phaseolus vulgaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13113,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTROUGE-000002,Haricot rouge cuit,"Kidney bean, cooked",haricot rouge bouilli,cooked kidney bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine cuite,Phaseolus vulgaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13113C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTBLANC-000001,Haricot blanc sec,"Navy bean, dry",haricot blanc,navy bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine sèche,Phaseolus vulgaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13114,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTBLANC-000002,Haricot blanc cuit,"Navy bean, cooked",haricot blanc bouilli,cooked navy bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine cuite,Phaseolus vulgaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13114C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTNOIR-000001,Haricot noir sec,"Black bean, dry",haricot noir,black bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine sèche,Phaseolus vulgaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13115,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-HARICOTNOIRC-000001,Haricot noir cuit,"Black bean, cooked",haricot noir bouilli,cooked black bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine cuite,Phaseolus vulgaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13115C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-FLAGEOLET-000001,Flageolet sec,"Flageolet bean, dry",flageolet,flageolet bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine sèche,Phaseolus vulgaris,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13116,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-FLAGEOLETCUI-000001,Flageolet cuit,"Flageolet bean, cooked",flageolet bouilli,cooked flageolet bean,Phaseolus vulgaris,Plantae,végétal,légumineuse,graine cuite,Phaseolus vulgaris,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13116C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POISCASS-000001,Pois cassé sec,"Split pea, dry",pois cassé,split pea,Pisum sativum,Plantae,végétal,légumineuse,graine sèche,Pisum sativum,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13117,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POISCASSCUIT-000001,Pois cassé cuit,"Split pea, cooked",pois cassé bouilli,cooked split pea,Pisum sativum,Plantae,végétal,légumineuse,graine cuite,Pisum sativum,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13117C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POIS-000001,Pois sec,"Pea, dry",pois,pea,Pisum sativum,Plantae,végétal,légumineuse,graine sèche,Pisum sativum,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13118,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-POISCUIT-000001,Pois cuit,"Pea, cooked",pois bouilli,cooked pea,Pisum sativum,Plantae,végétal,légumineuse,graine cuite,Pisum sativum,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13118C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-FVE-000001,Fève sec,"Fava bean, dry",fève,fava bean,Vicia faba,Plantae,végétal,légumineuse,graine sèche,Vicia faba,graine,légumineuse sèche,raw,dried,whole,,true,,,,,,,FOODON:0330116,,,13119,173757,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
ING-PLANT-FVECUIT-000001,Fève cuit,"Fava bean, cooked",fève bouilli,cooked fava bean,Vicia faba,Plantae,végétal,légumineuse,graine cuite,Vicia faba,graine,légumineuse cuite,intermediate,boiled,whole,,,,,,,,,FOODON:0330117,,,13119C,173757C,,,,FOODON|CIQUAL|USDAFDC|MAESTRO_INTERNAL,0.85,curated,
